0	1.19242606E-4
1	8.5080464E-5
2	1.3245971E-4
3	1.1939488E-4
4	3.837416E-4
5	1.031457E-4
6	1.5252928E-4
7	1.121139E-4
8	6.688178E-5
9	1.8535025E-4
10	9.3494804E-5
11	1.5486908E-4
12	7.151821E-5
13	1.2180267E-4
14	7.841752E-5
15	8.93515E-5
16	1.376193E-4
17	9.70585E-5
18	1.8935517E-4
19	8.4512285E-5
20	1.0258489E-4
21	6.689396E-5
22	9.6894626E-5
23	8.2514336E-5
24	6.689396E-5
25	1.3010166E-4
26	1.17163065E-4
27	9.353804E-5
28	6.689396E-5
29	7.316151E-5
30	2.0232753E-4
31	1.5298906E-4
32	6.269291E-5
33	2.1106188E-4
34	1.1256502E-4
35	1.3223971E-4
36	8.792703E-5
37	1.022109E-4
38	8.654778E-5
39	9.859791E-5
40	1.05148785E-4
41	9.6288786E-5
42	7.990836E-5
43	6.3063824E-5
44	2.138325E-4
45	1.07029286E-4
46	1.352726E-4
47	7.088821E-5
48	1.1982713E-4
49	6.3063824E-5
50	2.1387308E-4
51	7.7081844E-5
52	1.5486733E-4
53	1.157445E-4
54	1.4318267E-4
55	9.240293E-5
56	6.554916E-5
57	1.1754539E-4
58	1.7616182E-4
59	7.329804E-5
60	6.2693885E-5
61	8.7805936E-5
62	6.2693885E-5
63	9.944685E-5
64	6.2693885E-5
65	1.1656081E-4
66	1.4614713E-4
67	1.6148767E-4
68	8.724063E-5
69	1.722989E-4
70	1.0999456E-4
71	1.7902235E-4
72	7.8982615E-5
73	9.3129456E-5
74	1.3700183E-4
75	1.3726906E-4
76	9.678271E-5
77	2.4790596E-4
78	8.9132474E-5
79	1.7047746E-4
80	1.0092263E-4
81	1.12015594E-4
82	6.510705E-5
83	1.4029755E-4
84	1.02419275E-4
85	1.425049E-4
86	1.3286347E-4
87	1.947949E-4
88	1.1078102E-4
89	1.4855553E-4
90	2.0421264E-4
91	1.2099188E-4
92	2.2817022E-4
93	1.4796958E-4
94	1.9906284E-4
95	7.30864E-5
96	6.6715416E-5
97	1.1111085E-4
98	1.2464265E-4
99	3.6693897E-4
100	8.888454E-5
101	9.238905E-5
102	2.7163437E-4
103	1.0982609E-4
104	6.77505E-5
105	1.1059103E-4
106	1.9098079E-4
107	1.248642E-4
108	1.0694851E-4
109	8.2393766E-5
110	1.9025637E-4
111	6.467698E-5
112	7.349685E-5
113	7.670818E-5
114	2.0987244E-4
115	1.274989E-4
116	6.467698E-5
117	1.2473422E-4
118	2.1758361E-4
119	6.426619E-5
120	1.512536E-4
121	2.501987E-4
122	7.6041135E-5
123	8.016429E-5
124	1.2857307E-4
125	2.0311872E-4
126	6.954492E-5
127	4.2899573E-4
128	2.108434E-4
129	2.751629E-4
130	2.3135496E-4
131	3.422112E-4
132	2.0707652E-4
133	2.495732E-4
134	1.5417815E-4
135	6.8164176E-5
136	1.06001105E-4
137	1.6184949E-4
138	1.2894982E-4
139	7.406086E-5
140	2.0505485E-4
