1,550117.142
2,464869.2759
3,470897.3823
4,483914.4092
5,489216.071
6,487629.6685
7,483711.9232
8,475330.7735
9,474871.2388
10,457232.9201
11,447494.3862
12,450915.0126
13,451250.3671
14,451974.5955
15,451570.3641
16,452739.0114
17,453082.7303
18,450583.6709
19,450368.7493
20,449011.3637
