1,395749.8468
2,318949.5126
3,316897.8088
4,327978.2208
5,333528.0776
6,334334.4194
7,334093.9077
8,333273.4354
9,331554.1795
10,329840.4815
11,328722.7152
12,328750.6966
13,329348.716
14,329348.9032
15,329282.3126
16,329642.6302
17,329593.3746
18,329459.8625
19,329719.5085
20,330176.9396
