1,1150355.544
2,825718.3762
3,708799.3884
4,657164.9986
5,625836.6031
6,607124.6582
7,589221.9855
8,568010.6081
9,539364.6388
10,515826.6189
11,498616.2949
12,484873.4873
13,474576.7158
14,466189.7514
15,459349.7135
16,453778.7204
17,449818.2212
18,446966.3774
19,444163.503
20,441696.698
