1,1433739.31
2,1084488.777
3,973431.7147
4,895934.5926
5,865128.3353
6,845846.647
7,827219.5828
8,803590.3456
9,756039.5173
10,717332.9025
11,694587.9253
12,684444.502
13,674574.7475
14,667409.4699
15,663556.6278
16,660162.7772
17,656041.3223
18,653036.7541
19,651112.4263
20,649689.0132
